Comparison,Consensus Method,PercLoss,PercGain,SpeciesRangeChange
Curr-RCP4.5 (2040-2069),Mean,60.012,4.506,-55.506
RCP4.5 (2040-2069) - RCP4.5(2070-2099),Mean,15.905,3.893,-12.012
Curr-RCP8.5 (2040-2069),Mean,38.139,51.452,13.313
RCP8.5 (2040-2069) - RCP8.5(2070-2099),Mean,74.042,30.411,-43.632
Curr-RCP4.5 (2040-2069),CA,66.066,2.836,-63.231
RCP4.5 (2040-2069) - RCP4.5(2070-2099),CA,18.069,3.762,-14.308
Curr-RCP8.5 (2040-2069),CA,40.715,58.202,17.487
RCP8.5 (2040-2069) - RCP8.5(2070-2099),CA,76.736,35.336,-41.399
