Comparison,Consensus Method,PercLoss,PercGain,SpeciesRangeChange
Curr-RCP4.5 (2040-2069),Mean,1.204,14.777,13.573
RCP4.5 (2040-2069) - RCP4.5(2070-2099),Mean,37.998,13.019,-24.978
Curr-RCP8.5 (2040-2069),Mean,2.031,8.946,6.915
RCP8.5 (2040-2069) - RCP8.5(2070-2099),Mean,14.71,10.89,-3.82
Curr-RCP4.5 (2040-2069),CA,1.11,14.274,13.164
RCP4.5 (2040-2069) - RCP4.5(2070-2099),CA,38.171,13.087,-25.084
Curr-RCP8.5 (2040-2069),CA,1.867,9.209,7.342
RCP8.5 (2040-2069) - RCP8.5(2070-2099),CA,6.863,11.606,4.743
