Comparison,Consensus Method,PercLoss,PercGain,SpeciesRangeChange
Curr-RCP4.5 (2040-2069),Mean,52.429,2.738,-49.692
RCP4.5 (2040-2069) - RCP4.5(2070-2099),Mean,34.628,8.112,-26.516
Curr-RCP8.5 (2040-2069),Mean,32.47,147.179,114.71
RCP8.5 (2040-2069) - RCP8.5(2070-2099),Mean,85.875,82.24,-3.636
Curr-RCP4.5 (2040-2069),CA,28.071,5.798,-22.273
RCP4.5 (2040-2069) - RCP4.5(2070-2099),CA,32.303,8.67,-23.633
Curr-RCP8.5 (2040-2069),CA,27.853,58.255,30.402
RCP8.5 (2040-2069) - RCP8.5(2070-2099),CA,48.714,53.859,5.145
