Comparison,Consensus Method,PercLoss,PercGain,SpeciesRangeChange
Curr-RCP4.5 (2040-2069),Mean,1.71,22.127,20.417
RCP4.5 (2040-2069) - RCP4.5(2070-2099),Mean,18.262,31.03,12.768
Curr-RCP8.5 (2040-2069),Mean,17.175,17.548,0.372
RCP8.5 (2040-2069) - RCP8.5(2070-2099),Mean,49.165,34.106,15.059
Curr-RCP4.5 (2040-2069),CA,1.234,21.14,19.906
RCP4.5 (2040-2069) - RCP4.5(2070-2099),CA,5.083,29.87,24.787
Curr-RCP8.5 (2040-2069),CA,5.895,16.089,10.194
RCP8.5 (2040-2069) - RCP8.5(2070-2099),CA,26.263,35.278,9.015
