Comparison,Consensus Method,PercLoss,PercGain,SpeciesRangeChange
Curr-RCP4.5 (2040-2069),Mean,3.213,17.141,13.928
RCP4.5 (2040-2069) - RCP4.5(2070-2099),Mean,3.948,30.793,26.846
Curr-RCP8.5 (2040-2069),Mean,6.761,13.558,6.796
RCP8.5 (2040-2069) - RCP8.5(2070-2099),Mean,12.92,20.755,7.835
Curr-RCP4.5 (2040-2069),CA,3.464,15.41,11.946
RCP4.5 (2040-2069) - RCP4.5(2070-2099),CA,4.287,27.051,22.763
Curr-RCP8.5 (2040-2069),CA,7.222,10.607,3.385
RCP8.5 (2040-2069) - RCP8.5(2070-2099),CA,10.535,16.78,6.245
