Comparison,Consensus Method,PercLoss,PercGain,SpeciesRangeChange
Curr-RCP4.5 (2040-2069),Mean,40.007,5.283,-34.724
RCP4.5 (2040-2069) - RCP4.5(2070-2099),Mean,4.646,24.308,19.662
Curr-RCP8.5 (2040-2069),Mean,15.216,83.203,67.987
RCP8.5 (2040-2069) - RCP8.5(2070-2099),Mean,40.064,27.469,-12.595
Curr-RCP4.5 (2040-2069),CA,37.281,5.948,-31.333
RCP4.5 (2040-2069) - RCP4.5(2070-2099),CA,4.048,23.663,19.615
Curr-RCP8.5 (2040-2069),CA,14.537,69.654,55.117
RCP8.5 (2040-2069) - RCP8.5(2070-2099),CA,35.721,22.736,-12.985
