Comparison,Consensus Method,PercLoss,PercGain,SpeciesRangeChange
Curr-RCP4.5 (2040-2069),Mean,6.114,22.511,16.396
RCP4.5 (2040-2069) - RCP4.5(2070-2099),Mean,20.905,9.342,-11.563
Curr-RCP8.5 (2040-2069),Mean,4.084,61.576,57.492
RCP8.5 (2040-2069) - RCP8.5(2070-2099),Mean,6.712,49.896,43.184
Curr-RCP4.5 (2040-2069),CA,6.741,25.266,18.525
RCP4.5 (2040-2069) - RCP4.5(2070-2099),CA,19.897,10.412,-9.485
Curr-RCP8.5 (2040-2069),CA,4.765,55.556,50.79
RCP8.5 (2040-2069) - RCP8.5(2070-2099),CA,7.432,44.79,37.358
