Comparison,Consensus Method,PercLoss,PercGain,SpeciesRangeChange
Curr-RCP4.5 (2040-2069),Mean,8.058,22.213,14.155
RCP4.5 (2040-2069) - RCP4.5(2070-2099),Mean,20.613,8.912,-11.701
Curr-RCP8.5 (2040-2069),Mean,34.845,4.412,-30.433
RCP8.5 (2040-2069) - RCP8.5(2070-2099),Mean,97.403,0.499,-96.904
Curr-RCP4.5 (2040-2069),CA,8.021,21.44,13.419
RCP4.5 (2040-2069) - RCP4.5(2070-2099),CA,22.361,9.056,-13.305
Curr-RCP8.5 (2040-2069),CA,35.712,4.008,-31.704
RCP8.5 (2040-2069) - RCP8.5(2070-2099),CA,97.533,0.328,-97.205
