Comparison,Consensus Method,PercLoss,PercGain,SpeciesRangeChange
Curr-RCP4.5 (2040-2069),Mean,32.241,10.811,-21.429
RCP4.5 (2040-2069) - RCP4.5(2070-2099),Mean,6.584,10.156,3.572
Curr-RCP8.5 (2040-2069),Mean,22.639,50.324,27.685
RCP8.5 (2040-2069) - RCP8.5(2070-2099),Mean,44.304,41.526,-2.777
Curr-RCP4.5 (2040-2069),CA,24.84,10.724,-14.116
RCP4.5 (2040-2069) - RCP4.5(2070-2099),CA,4.467,9.095,4.628
Curr-RCP8.5 (2040-2069),CA,20.589,37.198,16.609
RCP8.5 (2040-2069) - RCP8.5(2070-2099),CA,35.64,33.397,-2.242
